"","churn_decision","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges"
"553","No","Male","No","Yes","Yes",55,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",19.35,1153.25
"554","No","Female","No","Yes","Yes",23,"Yes","Yes","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",25.6,514.75
"555","Yes","Male","No","No","No",32,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",80.35,2596.15
"556","No","Female","No","Yes","Yes",56,"Yes","Yes","DSL","Yes","No","Yes","No","No","Yes","One year","Yes","Bank transfer (automatic)",68.75,3808
"557","No","Female","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",19.9,19.9
"558","No","Male","No","No","No",38,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","No","One year","No","Mailed check",70.6,2708.2
"559","No","Male","No","No","No",11,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",70.2,760.05
"560","No","Male","No","No","No",1,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",49.3,49.3
"561","No","Male","No","Yes","No",56,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Electronic check",107.25,6033.3
"562","No","Male","No","Yes","No",3,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",23.6,89.05
"563","No","Male","No","Yes","Yes",7,"Yes","No","DSL","Yes","No","No","No","Yes","Yes","Month-to-month","No","Credit card (automatic)",69.7,516.15
"564","No","Male","No","Yes","Yes",59,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Two year","Yes","Credit card (automatic)",99.5,5861.75
"565","No","Male","No","No","No",7,"Yes","No","DSL","No","No","Yes","Yes","Yes","No","Month-to-month","No","Bank transfer (automatic)",64.3,445.95
"566","No","Male","No","Yes","Yes",71,"Yes","No","DSL","Yes","No","Yes","Yes","No","Yes","Two year","Yes","Credit card (automatic)",70.85,4973.4
"567","No","Male","No","Yes","Yes",15,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","Yes","One year","No","Electronic check",101.9,1667.25
"568","No","Male","No","Yes","No",71,"Yes","Yes","DSL","Yes","Yes","No","Yes","Yes","No","Two year","No","Credit card (automatic)",73.5,5357.75
"569","Yes","Female","No","No","No",35,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.25,3527.6
"570","No","Female","No","No","No",11,"No","No","DSL","No","Yes","Yes","Yes","No","No","One year","Yes","Credit card (automatic)",40.4,422.6
"571","No","Female","No","Yes","Yes",60,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",19.25,1103.25
"572","No","Male","Yes","No","No",47,"Yes","Yes","DSL","No","Yes","No","Yes","No","No","Two year","No","Bank transfer (automatic)",59.6,2754
"573","No","Female","No","No","No",11,"Yes","No","DSL","No","No","Yes","Yes","No","Yes","One year","No","Credit card (automatic)",64.9,697.25
"574","Yes","Male","No","Yes","No",56,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","One year","No","Credit card (automatic)",100.3,5614.45
"575","No","Female","Yes","Yes","No",28,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",110.85,3204.4
"576","No","Male","No","Yes","No",61,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Mailed check",81.05,4747.65
"577","No","Male","No","Yes","Yes",31,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","No","One year","No","Bank transfer (automatic)",98.05,3082.1
"578","No","Male","No","No","No",9,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.5,597.9
"579","No","Male","Yes","Yes","No",35,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check",94.55,3365.4
"580","No","Male","No","No","No",2,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",19.65,38.8
"581","Yes","Female","No","Yes","Yes",12,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",19,233.55
"582","Yes","Female","No","No","No",1,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Mailed check",75.3,75.3
"583","Yes","Female","Yes","No","No",4,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",89.2,346.2
"584","No","Female","No","Yes","Yes",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",19,19
"585","No","Female","No","No","No",3,"Yes","No","No","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",20,61.7
"586","Yes","Female","Yes","No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",85.7,85.7
"587","No","Male","No","No","No",52,"Yes","No","DSL","Yes","Yes","No","No","Yes","No","Two year","Yes","Credit card (automatic)",63.25,3342.45
"588","No","Male","No","Yes","Yes",5,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",20.1,85.1
"589","No","Male","No","Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","Yes","Two year","Yes","Electronic check",99.15,7422.1
"590","No","Male","No","Yes","Yes",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Electronic check",90.4,6668.05
"591","No","Male","No","Yes","No",72,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",111.9,8071.05
"592","No","Male","No","Yes","Yes",46,"Yes","Yes","No","No","No","No","No","No","No","One year","No","Electronic check",24.9,1174.8
"593","No","Male","No","Yes","Yes",63,"Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","No","Credit card (automatic)",83.5,5435
"594","No","Male","No","No","No",30,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)",84.3,2438.6
"595","No","Male","No","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",45.6,45.6
"596","Yes","Female","No","No","No",12,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","No","Month-to-month","Yes","Mailed check",61.65,713.75
"597","No","Male","No","No","No",16,"No","No","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Mailed check",54.85,916.15
"598","No","Male","No","No","No",4,"Yes","Yes","DSL","No","No","No","Yes","No","Yes","Month-to-month","No","Mailed check",65.55,237.2
"599","No","Male","No","Yes","No",51,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","One year","Yes","Credit card (automatic)",90.35,4614.55
"600","No","Male","No","Yes","No",65,"Yes","No","No","No","No","No","No","No","No","Two year","Yes","Credit card (automatic)",20.4,1414.45
"601","No","Male","No","No","No",16,"Yes","No","Fiber optic","No","No","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)",74.55,1170.5
"602","No","Male","No","No","No",2,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",19.95,47.7
"603","No","Female","No","Yes","Yes",66,"Yes","Yes","Fiber optic","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",74.25,4859.25
"604","No","Male","No","No","No",46,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Electronic check",108.65,4903.2
"605","No","Female","No","No","No",32,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",109.55,3608
"606","No","Male","No","Yes","No",72,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",86.65,6094.25
"607","No","Male","No","Yes","Yes",38,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",81,3084.9
"608","No","Male","No","No","Yes",51,"Yes","No","DSL","No","No","No","Yes","No","No","One year","No","Credit card (automatic)",47.85,2356.75
"609","No","Male","No","Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",114.55,8306.05
"610","Yes","Female","Yes","Yes","No",65,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",105.25,6786.4
"611","Yes","Male","No","Yes","Yes",9,"No","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",29.95,248.95
"612","Yes","Female","No","Yes","Yes",9,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","Month-to-month","No","Mailed check",65,663.05
"613","No","Male","No","No","Yes",66,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",20.55,1357.1
"614","No","Female","Yes","No","No",44,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",109.8,4860.35
"615","No","Male","No","No","No",50,"Yes","Yes","DSL","No","No","Yes","Yes","No","Yes","Two year","No","Bank transfer (automatic)",69.5,3418.2
"616","No","Female","No","No","No",15,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",48.85,631.4
"617","No","Male","No","No","No",8,"No","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",25.25,186.3
"618","No","Female","Yes","No","No",66,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",102.85,6976.75
"619","No","Female","No","No","No",57,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","No","Month-to-month","Yes","Bank transfer (automatic)",87.55,4884.85
"620","No","Female","No","No","No",7,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",78.55,522.95
"621","No","Male","Yes","Yes","Yes",10,"No","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",34.55,362.6
"622","No","Female","No","No","No",62,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","One year","Yes","Electronic check",92.05,5755.8
"623","No","Male","No","Yes","Yes",40,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","One year","Yes","Electronic check",85.05,3355.65
"624","No","Female","No","No","No",20,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",19.7,406.95
"625","Yes","Female","No","No","No",7,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",20,137.6
"626","No","Female","No","Yes","No",25,"Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",95.15,2395.7
"627","No","Male","No","Yes","No",23,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","No","Electronic check",84.25,1968.1
"628","No","Female","Yes","Yes","No",66,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","One year","No","Credit card (automatic)",104.6,6819.45
"629","No","Female","Yes","No","No",72,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Electronic check",111.65,7943.45
"630","Yes","Male","Yes","Yes","No",49,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","No","Credit card (automatic)",90.05,4547.25
"631","Yes","Male","Yes","Yes","Yes",43,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",110.75,4687.9
"632","No","Female","No","Yes","No",46,"Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",55,2473.95
"633","No","Male","No","Yes","Yes",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",89.85,6562.9
"634","No","Male","No","No","No",10,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",20.35,176.3
"635","No","Female","No","No","No",40,"No","No","DSL","Yes","No","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",54.55,2236.2
"636","Yes","Female","No","Yes","Yes",65,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",105.5,6985.65
"637","No","Male","No","No","No",31,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",99.45,3109.9
"638","No","Female","No","Yes","No",68,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Credit card (automatic)",70.9,4911.35
"639","Yes","Male","Yes","Yes","Yes",56,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",104.55,5794.65
"640","Yes","Male","No","Yes","No",10,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",85.25,855.3
"641","No","Male","No","Yes","Yes",68,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",25.4,1620.2
"642","Yes","Female","No","Yes","Yes",43,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",56.15,2499.3
"643","Yes","Male","No","No","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",89.55,89.55
"644","No","Female","Yes","No","No",49,"Yes","No","Fiber optic","No","Yes","Yes","No","No","Yes","One year","Yes","Bank transfer (automatic)",89.85,4287.2
"645","No","Female","No","Yes","Yes",15,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",25.25,394.85
"646","Yes","Male","Yes","Yes","No",20,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.55,1899.65
"647","Yes","Male","No","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",45.7,45.7
"648","No","Male","No","Yes","Yes",50,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","No","One year","Yes","Electronic check",69.65,3442.15
"649","Yes","Female","Yes","No","No",2,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","No","Electronic check",89.5,161.5
"650","No","Male","Yes","No","No",24,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",70,1732.6
"651","Yes","Female","No","No","No",3,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",69.55,222.3
"652","Yes","Female","No","No","No",1,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",74.6,74.6
"653","No","Male","No","Yes","Yes",35,"Yes","No","No","No","No","No","No","No","No","Two year","No","Mailed check",20.1,655.3
"654","No","Female","No","No","No",17,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",24.8,475.25
"655","Yes","Female","Yes","No","No",8,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Electronic check",19.65,164.3
"656","No","Male","No","No","No",10,"Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",95.1,865.1
"657","No","Male","No","Yes","Yes",68,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",88.85,6132.7
"658","No","Male","No","Yes","No",45,"Yes","No","DSL","Yes","Yes","Yes","No","Yes","Yes","One year","No","Bank transfer (automatic)",78.8,3597.5
"659","Yes","Male","No","Yes","Yes",2,"Yes","No","No","No","No","No","No","No","No","One year","No","Mailed check",19.85,35.9
"660","No","Male","No","Yes","No",37,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",20.35,697.65
"661","Yes","Female","No","No","No",4,"No","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",24.25,96.05
"662","No","Female","No","No","No",10,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",45.25,428.7
"663","No","Male","No","No","No",1,"Yes","No","No","No","No","No","No","No","No","Month-to-month","No","Mailed check",20.05,20.05
"664","No","Male","No","Yes","Yes",65,"Yes","Yes","DSL","Yes","Yes","No","No","No","Yes","Two year","Yes","Mailed check",69.55,4459.15
"665","No","Female","No","Yes","Yes",57,"Yes","No","No","No","No","No","No","No","No","Two year","No","Bank transfer (automatic)",19.5,1167.6
"666","No","Female","No","No","No",3,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Mailed check",74.75,238.1
"667","Yes","Female","No","No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",69.65,145.15
"668","No","Male","No","No","No",49,"No","No","DSL","No","No","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",30.2,1453.1
"669","Yes","Female","No","No","No",4,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check",45.65,191.05
"670","No","Female","No","Yes","No",70,"No","No","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",57.8,4039.3
"671","No","Female","No","Yes","Yes",53,"Yes","No","No","No","No","No","No","No","No","One year","Yes","Bank transfer (automatic)",19.85,1039.45
"672","No","Male","No","Yes","Yes",53,"Yes","Yes","No","No","No","No","No","No","No","Two year","No","Credit card (automatic)",25.55,1336.1
"673","Yes","Female","No","No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",75.05,75.05
"674","No","Male","No","No","No",22,"Yes","Yes","No","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",24.85,493.4
